"person","item","poly","dich","description","anger","male","do","other","scold","shout"
100,6,0,0,"do train shout",18,0,0,1,0,1
100,7,0,0,"do store curse",18,0,0,0,0,0
100,8,0,0,"do store scold",18,0,0,0,1,0
100,9,0,0,"do store shout",18,0,0,0,0,1
100,10,1,1,"do operator curse",18,0,0,0,0,0
100,11,0,0,"do operator scold",18,0,0,0,1,0
100,12,0,0,"do operator shout",18,0,0,0,0,1
100,13,0,0,"want bus curse",18,0,1,1,0,0
100,14,0,0,"want bus scold",18,0,1,1,1,0
100,15,0,0,"want bus shout",18,0,1,1,0,1
100,16,0,0,"want train curse",18,0,1,1,0,0
100,17,0,0,"want train scold",18,0,1,1,1,0
100,18,0,0,"want train shout",18,0,1,1,0,1
100,19,0,0,"want store curse",18,0,1,0,0,0
100,20,0,0,"want store scold",18,0,1,0,1,0
100,21,0,0,"want store shout",18,0,1,0,0,1
100,22,1,1,"want operator curse",18,0,1,0,0,0
100,23,0,0,"want operator scold",18,0,1,0,1,0
100,24,0,0,"want operator shout",18,0,1,0,0,1
101,1,2,1,"do bus curse",27,0,0,1,0,0
101,2,2,1,"do bus scold",27,0,0,1,1,0
101,3,0,0,"do bus shout",27,0,0,1,0,1
101,4,1,1,"do train curse",27,0,0,1,0,0
101,5,1,1,"do train scold",27,0,0,1,1,0
101,6,0,0,"do train shout",27,0,0,1,0,1
101,7,2,1,"do store curse",27,0,0,0,0,0
101,8,0,0,"do store scold",27,0,0,0,1,0
101,9,0,0,"do store shout",27,0,0,0,0,1
101,10,2,1,"do operator curse",27,0,0,0,0,0
101,11,2,1,"do operator scold",27,0,0,0,1,0
101,12,0,0,"do operator shout",27,0,0,0,0,1
101,13,2,1,"want bus curse",27,0,1,1,0,0
101,14,0,0,"want bus scold",27,0,1,1,1,0
101,15,0,0,"want bus shout",27,0,1,1,0,1
101,16,1,1,"want train curse",27,0,1,1,0,0
101,17,1,1,"want train scold",27,0,1,1,1,0
101,18,0,0,"want train shout",27,0,1,1,0,1
101,19,1,1,"want store curse",27,0,1,0,0,0
101,20,0,0,"want store scold",27,0,1,0,1,0
101,21,0,0,"want store shout",27,0,1,0,0,1
101,22,1,1,"want operator curse",27,0,1,0,0,0
101,23,1,1,"want operator scold",27,0,1,0,1,0
101,24,0,0,"want operator shout",27,0,1,0,0,1
102,1,0,0,"do bus curse",21,0,0,1,0,0
102,2,1,1,"do bus scold",21,0,0,1,1,0
102,3,0,0,"do bus shout",21,0,0,1,0,1
102,4,0,0,"do train curse",21,0,0,1,0,0
102,5,1,1,"do train scold",21,0,0,1,1,0
102,6,0,0,"do train shout",21,0,0,1,0,1
102,7,0,0,"do store curse",21,0,0,0,0,0
102,8,1,1,"do store scold",21,0,0,0,1,0
102,9,0,0,"do store shout",21,0,0,0,0,1
102,10,2,1,"do operator curse",21,0,0,0,0,0
102,11,0,0,"do operator scold",21,0,0,0,1,0
102,12,0,0,"do operator shout",21,0,0,0,0,1
102,13,0,0,"want bus curse",21,0,1,1,0,0
102,14,0,0,"want bus scold",21,0,1,1,1,0
102,15,0,0,"want bus shout",21,0,1,1,0,1
102,16,0,0,"want train curse",21,0,1,1,0,0
102,17,0,0,"want train scold",21,0,1,1,1,0
102,18,0,0,"want train shout",21,0,1,1,0,1
102,19,0,0,"want store curse",21,0,1,0,0,0
102,20,0,0,"want store scold",21,0,1,0,1,0
102,21,0,0,"want store shout",21,0,1,0,0,1
102,22,2,1,"want operator curse",21,0,1,0,0,0
102,23,0,0,"want operator scold",21,0,1,0,1,0
102,24,0,0,"want operator shout",21,0,1,0,0,1
103,1,0,0,"do bus curse",21,0,0,1,0,0
103,2,2,1,"do bus scold",21,0,0,1,1,0
103,3,0,0,"do bus shout",21,0,0,1,0,1
103,4,0,0,"do train curse",21,0,0,1,0,0
103,5,2,1,"do train scold",21,0,0,1,1,0
103,6,0,0,"do train shout",21,0,0,1,0,1
103,7,2,1,"do store curse",21,0,0,0,0,0
103,8,1,1,"do store scold",21,0,0,0,1,0
103,9,0,0,"do store shout",21,0,0,0,0,1
103,10,2,1,"do operator curse",21,0,0,0,0,0
103,11,2,1,"do operator scold",21,0,0,0,1,0
103,12,0,0,"do operator shout",21,0,0,0,0,1
103,13,2,1,"want bus curse",21,0,1,1,0,0
103,14,2,1,"want bus scold",21,0,1,1,1,0
103,15,0,0,"want bus shout",21,0,1,1,0,1
103,16,2,1,"want train curse",21,0,1,1,0,0
103,17,2,1,"want train scold",21,0,1,1,1,0
103,18,0,0,"want train shout",21,0,1,1,0,1
103,19,1,1,"want store curse",21,0,1,0,0,0
103,20,1,1,"want store scold",21,0,1,0,1,0
103,21,0,0,"want store shout",21,0,1,0,0,1
103,22,2,1,"want operator curse",21,0,1,0,0,0
103,23,2,1,"want operator scold",21,0,1,0,1,0
103,24,0,0,"want operator shout",21,0,1,0,0,1
104,1,2,1,"do bus curse",15,0,0,1,0,0
104,2,2,1,"do bus scold",15,0,0,1,1,0
104,3,0,0,"do bus shout",15,0,0,1,0,1
104,4,2,1,"do train curse",15,0,0,1,0,0
104,5,2,1,"do train scold",15,0,0,1,1,0
104,6,0,0,"do train shout",15,0,0,1,0,1
104,7,0,0,"do store curse",15,0,0,0,0,0
104,8,1,1,"do store scold",15,0,0,0,1,0
104,9,0,0,"do store shout",15,0,0,0,0,1
104,10,0,0,"do operator curse",15,0,0,0,0,0
104,11,0,0,"do operator scold",15,0,0,0,1,0
104,12,0,0,"do operator shout",15,0,0,0,0,1
104,13,0,0,"want bus curse",15,0,1,1,0,0
104,14,1,1,"want bus scold",15,0,1,1,1,0
104,15,0,0,"want bus shout",15,0,1,1,0,1
104,16,0,0,"want train curse",15,0,1,1,0,0
104,17,1,1,"want train scold",15,0,1,1,1,0
104,18,0,0,"want train shout",15,0,1,1,0,1
104,19,0,0,"want store curse",15,0,1,0,0,0
104,20,0,0,"want store scold",15,0,1,0,1,0
104,21,0,0,"want store shout",15,0,1,0,0,1
104,22,0,0,"want operator curse",15,0,1,0,0,0
104,23,1,1,"want operator scold",15,0,1,0,1,0
104,24,0,0,"want operator shout",15,0,1,0,0,1
105,1,2,1,"do bus curse",17,0,0,1,0,0
105,2,2,1,"do bus scold",17,0,0,1,1,0
105,3,1,1,"do bus shout",17,0,0,1,0,1
105,4,2,1,"do train curse",17,0,0,1,0,0
105,5,1,1,"do train scold",17,0,0,1,1,0
105,6,1,1,"do train shout",17,0,0,1,0,1
105,7,1,1,"do store curse",17,0,0,0,0,0
105,8,1,1,"do store scold",17,0,0,0,1,0
105,9,1,1,"do store shout",17,0,0,0,0,1
105,10,2,1,"do operator curse",17,0,0,0,0,0
105,11,1,1,"do operator scold",17,0,0,0,1,0
105,12,1,1,"do operator shout",17,0,0,0,0,1
105,13,1,1,"want bus curse",17,0,1,1,0,0
105,14,1,1,"want bus scold",17,0,1,1,1,0
105,15,0,0,"want bus shout",17,0,1,1,0,1
105,16,1,1,"want train curse",17,0,1,1,0,0
105,17,1,1,"want train scold",17,0,1,1,1,0
105,18,0,0,"want train shout",17,0,1,1,0,1
105,19,0,0,"want store curse",17,0,1,0,0,0
105,20,0,0,"want store scold",17,0,1,0,1,0
105,21,0,0,"want store shout",17,0,1,0,0,1
105,22,2,1,"want operator curse",17,0,1,0,0,0
105,23,2,1,"want operator scold",17,0,1,0,1,0
105,24,1,1,"want operator shout",17,0,1,0,0,1
106,1,1,1,"do bus curse",15,0,0,1,0,0
106,2,0,0,"do bus scold",15,0,0,1,1,0
106,3,0,0,"do bus shout",15,0,0,1,0,1
106,4,1,1,"do train curse",15,0,0,1,0,0
106,5,0,0,"do train scold",15,0,0,1,1,0
106,6,0,0,"do train shout",15,0,0,1,0,1
106,7,1,1,"do store curse",15,0,0,0,0,0
106,8,0,0,"do store scold",15,0,0,0,1,0
106,9,0,0,"do store shout",15,0,0,0,0,1
106,10,2,1,"do operator curse",15,0,0,0,0,0
106,11,0,0,"do operator scold",15,0,0,0,1,0
106,12,1,1,"do operator shout",15,0,0,0,0,1
106,13,1,1,"want bus curse",15,0,1,1,0,0
106,14,0,0,"want bus scold",15,0,1,1,1,0
106,15,0,0,"want bus shout",15,0,1,1,0,1
106,16,1,1,"want train curse",15,0,1,1,0,0
106,17,0,0,"want train scold",15,0,1,1,1,0
106,18,0,0,"want train shout",15,0,1,1,0,1
106,19,0,0,"want store curse",15,0,1,0,0,0
106,20,0,0,"want store scold",15,0,1,0,1,0
106,21,0,0,"want store shout",15,0,1,0,0,1
106,22,1,1,"want operator curse",15,0,1,0,0,0
106,23,0,0,"want operator scold",15,0,1,0,1,0
106,24,1,1,"want operator shout",15,0,1,0,0,1
107,1,0,0,"do bus curse",23,0,0,1,0,0
107,2,0,0,"do bus scold",23,0,0,1,1,0
107,3,0,0,"do bus shout",23,0,0,1,0,1
107,4,2,1,"do train curse",23,0,0,1,0,0
107,5,0,0,"do train scold",23,0,0,1,1,0
107,6,0,0,"do train shout",23,0,0,1,0,1
107,7,2,1,"do store curse",23,0,0,0,0,0
107,8,0,0,"do store scold",23,0,0,0,1,0
107,9,0,0,"do store shout",23,0,0,0,0,1
107,10,1,1,"do operator curse",23,0,0,0,0,0
107,11,0,0,"do operator scold",23,0,0,0,1,0
107,12,0,0,"do operator shout",23,0,0,0,0,1
107,13,1,1,"want bus curse",23,0,1,1,0,0
107,14,0,0,"want bus scold",23,0,1,1,1,0
107,15,2,1,"want bus shout",23,0,1,1,0,1
107,16,1,1,"want train curse",23,0,1,1,0,0
107,17,0,0,"want train scold",23,0,1,1,1,0
107,18,0,0,"want train shout",23,0,1,1,0,1
107,19,0,0,"want store curse",23,0,1,0,0,0
107,20,0,0,"want store scold",23,0,1,0,1,0
107,21,0,0,"want store shout",23,0,1,0,0,1
107,22,0,0,"want operator curse",23,0,1,0,0,0
107,23,0,0,"want operator scold",23,0,1,0,1,0
107,24,0,0,"want operator shout",23,0,1,0,0,1
108,1,1,1,"do bus curse",23,0,0,1,0,0
108,2,1,1,"do bus scold",23,0,0,1,1,0
108,3,1,1,"do bus shout",23,0,0,1,0,1
108,4,2,1,"do train curse",23,0,0,1,0,0
108,5,1,1,"do train scold",23,0,0,1,1,0
108,6,2,1,"do train shout",23,0,0,1,0,1
108,7,1,1,"do store curse",23,0,0,0,0,0
108,8,1,1,"do store scold",23,0,0,0,1,0
108,9,1,1,"do store shout",23,0,0,0,0,1
108,10,1,1,"do operator curse",23,0,0,0,0,0
108,11,1,1,"do operator scold",23,0,0,0,1,0
108,12,0,0,"do operator shout",23,0,0,0,0,1
108,13,1,1,"want bus curse",23,0,1,1,0,0
108,14,1,1,"want bus scold",23,0,1,1,1,0
108,15,0,0,"want bus shout",23,0,1,1,0,1
108,16,1,1,"want train curse",23,0,1,1,0,0
108,17,1,1,"want train scold",23,0,1,1,1,0
108,18,0,0,"want train shout",23,0,1,1,0,1
108,19,1,1,"want store curse",23,0,1,0,0,0
108,20,1,1,"want store scold",23,0,1,0,1,0
108,21,0,0,"want store shout",23,0,1,0,0,1
108,22,1,1,"want operator curse",23,0,1,0,0,0
108,23,1,1,"want operator scold",23,0,1,0,1,0
108,24,0,0,"want operator shout",23,0,1,0,0,1
109,1,0,0,"do bus curse",19,0,0,1,0,0
109,2,0,0,"do bus scold",19,0,0,1,1,0
109,3,0,0,"do bus shout",19,0,0,1,0,1
109,4,1,1,"do train curse",19,0,0,1,0,0
109,5,0,0,"do train scold",19,0,0,1,1,0
109,6,0,0,"do train shout",19,0,0,1,0,1
109,7,0,0,"do store curse",19,0,0,0,0,0
109,8,0,0,"do store scold",19,0,0,0,1,0
109,9,0,0,"do store shout",19,0,0,0,0,1
109,10,1,1,"do operator curse",19,0,0,0,0,0
109,11,0,0,"do operator scold",19,0,0,0,1,0
109,12,0,0,"do operator shout",19,0,0,0,0,1
109,13,1,1,"want bus curse",19,0,1,1,0,0
109,14,0,0,"want bus scold",19,0,1,1,1,0
109,15,0,0,"want bus shout",19,0,1,1,0,1
109,16,0,0,"want train curse",19,0,1,1,0,0
109,17,0,0,"want train scold",19,0,1,1,1,0
109,18,0,0,"want train shout",19,0,1,1,0,1
109,19,0,0,"want store curse",19,0,1,0,0,0
109,20,0,0,"want store scold",19,0,1,0,1,0
109,21,0,0,"want store shout",19,0,1,0,0,1
109,22,0,0,"want operator curse",19,0,1,0,0,0
109,23,0,0,"want operator scold",19,0,1,0,1,0
109,24,0,0,"want operator shout",19,0,1,0,0,1
110,1,1,1,"do bus curse",21,0,0,1,0,0
110,2,0,0,"do bus scold",21,0,0,1,1,0
110,3,0,0,"do bus shout",21,0,0,1,0,1
110,4,1,1,"do train curse",21,0,0,1,0,0
110,5,0,0,"do train scold",21,0,0,1,1,0
110,6,0,0,"do train shout",21,0,0,1,0,1
110,7,0,0,"do store curse",21,0,0,0,0,0
110,8,0,0,"do store scold",21,0,0,0,1,0
110,9,0,0,"do store shout",21,0,0,0,0,1
110,10,0,0,"do operator curse",21,0,0,0,0,0
110,11,0,0,"do operator scold",21,0,0,0,1,0
110,12,0,0,"do operator shout",21,0,0,0,0,1
110,13,0,0,"want bus curse",21,0,1,1,0,0
110,14,0,0,"want bus scold",21,0,1,1,1,0
110,15,0,0,"want bus shout",21,0,1,1,0,1
110,16,0,0,"want train curse",21,0,1,1,0,0
110,17,0,0,"want train scold",21,0,1,1,1,0
110,18,0,0,"want train shout",21,0,1,1,0,1
110,19,0,0,"want store curse",21,0,1,0,0,0
110,20,0,0,"want store scold",21,0,1,0,1,0
110,21,0,0,"want store shout",21,0,1,0,0,1
110,22,0,0,"want operator curse",21,0,1,0,0,0
110,23,0,0,"want operator scold",21,0,1,0,1,0
110,24,0,0,"want operator shout",21,0,1,0,0,1
111,1,2,1,"do bus curse",18,0,0,1,0,0
111,2,0,0,"do bus scold",18,0,0,1,1,0
111,3,0,0,"do bus shout",18,0,0,1,0,1
111,4,1,1,"do train curse",18,0,0,1,0,0
111,5,0,0,"do train scold",18,0,0,1,1,0
111,6,0,0,"do train shout",18,0,0,1,0,1
111,7,0,0,"do store curse",18,0,0,0,0,0
111,8,0,0,"do store scold",18,0,0,0,1,0
111,9,0,0,"do store shout",18,0,0,0,0,1
111,10,1,1,"do operator curse",18,0,0,0,0,0
111,11,0,0,"do operator scold",18,0,0,0,1,0
111,12,0,0,"do operator shout",18,0,0,0,0,1
111,13,1,1,"want bus curse",18,0,1,1,0,0
111,14,0,0,"want bus scold",18,0,1,1,1,0
111,15,0,0,"want bus shout",18,0,1,1,0,1
111,16,0,0,"want train curse",18,0,1,1,0,0
111,17,0,0,"want train scold",18,0,1,1,1,0
111,18,0,0,"want train shout",18,0,1,1,0,1
111,19,0,0,"want store curse",18,0,1,0,0,0
111,20,0,0,"want store scold",18,0,1,0,1,0
111,21,0,0,"want store shout",18,0,1,0,0,1
111,22,0,0,"want operator curse",18,0,1,0,0,0
111,23,0,0,"want operator scold",18,0,1,0,1,0
111,24,0,0,"want operator shout",18,0,1,0,0,1
112,1,2,1,"do bus curse",18,0,0,1,0,0
112,2,0,0,"do bus scold",18,0,0,1,1,0
112,3,0,0,"do bus shout",18,0,0,1,0,1
112,4,1,1,"do train curse",18,0,0,1,0,0
112,5,0,0,"do train scold",18,0,0,1,1,0
112,6,0,0,"do train shout",18,0,0,1,0,1
112,7,1,1,"do store curse",18,0,0,0,0,0
112,8,0,0,"do store scold",18,0,0,0,1,0
112,9,0,0,"do store shout",18,0,0,0,0,1
112,10,1,1,"do operator curse",18,0,0,0,0,0
112,11,0,0,"do operator scold",18,0,0,0,1,0
112,12,0,0,"do operator shout",18,0,0,0,0,1
112,13,0,0,"want bus curse",18,0,1,1,0,0
112,14,0,0,"want bus scold",18,0,1,1,1,0
112,15,0,0,"want bus shout",18,0,1,1,0,1
112,16,0,0,"want train curse",18,0,1,1,0,0
112,17,0,0,"want train scold",18,0,1,1,1,0
112,18,0,0,"want train shout",18,0,1,1,0,1
112,19,0,0,"want store curse",18,0,1,0,0,0
112,20,0,0,"want store scold",18,0,1,0,1,0
112,21,0,0,"want store shout",18,0,1,0,0,1
112,22,0,0,"want operator curse",18,0,1,0,0,0
112,23,0,0,"want operator scold",18,0,1,0,1,0
112,24,0,0,"want operator shout",18,0,1,0,0,1
113,1,2,1,"do bus curse",16,0,0,1,0,0
113,2,2,1,"do bus scold",16,0,0,1,1,0
113,3,0,0,"do bus shout",16,0,0,1,0,1
113,4,2,1,"do train curse",16,0,0,1,0,0
113,5,2,1,"do train scold",16,0,0,1,1,0
113,6,0,0,"do train shout",16,0,0,1,0,1
113,7,2,1,"do store curse",16,0,0,0,0,0
113,8,2,1,"do store scold",16,0,0,0,1,0
113,9,0,0,"do store shout",16,0,0,0,0,1
113,10,1,1,"do operator curse",16,0,0,0,0,0
113,11,1,1,"do operator scold",16,0,0,0,1,0
113,12,1,1,"do operator shout",16,0,0,0,0,1
113,13,0,0,"want bus curse",16,0,1,1,0,0
113,14,0,0,"want bus scold",16,0,1,1,1,0
113,15,0,0,"want bus shout",16,0,1,1,0,1
113,16,1,1,"want train curse",16,0,1,1,0,0
113,17,0,0,"want train scold",16,0,1,1,1,0
113,18,0,0,"want train shout",16,0,1,1,0,1
113,19,1,1,"want store curse",16,0,1,0,0,0
113,20,1,1,"want store scold",16,0,1,0,1,0
113,21,0,0,"want store shout",16,0,1,0,0,1
113,22,1,1,"want operator curse",16,0,1,0,0,0
113,23,0,0,"want operator scold",16,0,1,0,1,0
113,24,0,0,"want operator shout",16,0,1,0,0,1
114,1,2,1,"do bus curse",20,0,0,1,0,0
114,2,0,0,"do bus scold",20,0,0,1,1,0
114,3,0,0,"do bus shout",20,0,0,1,0,1
114,4,1,1,"do train curse",20,0,0,1,0,0
114,5,1,1,"do train scold",20,0,0,1,1,0
114,6,0,0,"do train shout",20,0,0,1,0,1
114,7,1,1,"do store curse",20,0,0,0,0,0
114,8,1,1,"do store scold",20,0,0,0,1,0
114,9,0,0,"do store shout",20,0,0,0,0,1
114,10,2,1,"do operator curse",20,0,0,0,0,0
114,11,1,1,"do operator scold",20,0,0,0,1,0
114,12,0,0,"do operator shout",20,0,0,0,0,1
114,13,1,1,"want bus curse",20,0,1,1,0,0
114,14,1,1,"want bus scold",20,0,1,1,1,0
114,15,0,0,"want bus shout",20,0,1,1,0,1
114,16,1,1,"want train curse",20,0,1,1,0,0
114,17,0,0,"want train scold",20,0,1,1,1,0
114,18,0,0,"want train shout",20,0,1,1,0,1
114,19,0,0,"want store curse",20,0,1,0,0,0
114,20,0,0,"want store scold",20,0,1,0,1,0
114,21,0,0,"want store shout",20,0,1,0,0,1
114,22,2,1,"want operator curse",20,0,1,0,0,0
114,23,1,1,"want operator scold",20,0,1,0,1,0
114,24,0,0,"want operator shout",20,0,1,0,0,1
115,1,2,1,"do bus curse",24,0,0,1,0,0
115,2,2,1,"do bus scold",24,0,0,1,1,0
115,3,2,1,"do bus shout",24,0,0,1,0,1
115,4,2,1,"do train curse",24,0,0,1,0,0
115,5,2,1,"do train scold",24,0,0,1,1,0
115,6,2,1,"do train shout",24,0,0,1,0,1
115,7,2,1,"do store curse",24,0,0,0,0,0
115,8,2,1,"do store scold",24,0,0,0,1,0
115,9,1,1,"do store shout",24,0,0,0,0,1
115,10,2,1,"do operator curse",24,0,0,0,0,0
115,11,1,1,"do operator scold",24,0,0,0,1,0
115,12,2,1,"do operator shout",24,0,0,0,0,1
115,13,2,1,"want bus curse",24,0,1,1,0,0
115,14,2,1,"want bus scold",24,0,1,1,1,0
115,15,2,1,"want bus shout",24,0,1,1,0,1
115,16,2,1,"want train curse",24,0,1,1,0,0
115,17,1,1,"want train scold",24,0,1,1,1,0
115,18,0,0,"want train shout",24,0,1,1,0,1
115,19,2,1,"want store curse",24,0,1,0,0,0
115,20,0,0,"want store scold",24,0,1,0,1,0
115,21,0,0,"want store shout",24,0,1,0,0,1
115,22,2,1,"want operator curse",24,0,1,0,0,0
115,23,2,1,"want operator scold",24,0,1,0,1,0
115,24,1,1,"want operator shout",24,0,1,0,0,1
116,1,2,1,"do bus curse",26,0,0,1,0,0
116,2,2,1,"do bus scold",26,0,0,1,1,0
116,3,1,1,"do bus shout",26,0,0,1,0,1
116,4,2,1,"do train curse",26,0,0,1,0,0
116,5,2,1,"do train scold",26,0,0,1,1,0
116,6,1,1,"do train shout",26,0,0,1,0,1
116,7,2,1,"do store curse",26,0,0,0,0,0
116,8,1,1,"do store scold",26,0,0,0,1,0
116,9,0,0,"do store shout",26,0,0,0,0,1
116,10,1,1,"do operator curse",26,0,0,0,0,0
116,11,0,0,"do operator scold",26,0,0,0,1,0
116,12,0,0,"do operator shout",26,0,0,0,0,1
116,13,2,1,"want bus curse",26,0,1,1,0,0
116,14,2,1,"want bus scold",26,0,1,1,1,0
116,15,0,0,"want bus shout",26,0,1,1,0,1
116,16,2,1,"want train curse",26,0,1,1,0,0
116,17,1,1,"want train scold",26,0,1,1,1,0
116,18,1,1,"want train shout",26,0,1,1,0,1
116,19,2,1,"want store curse",26,0,1,0,0,0
116,20,0,0,"want store scold",26,0,1,0,1,0
116,21,0,0,"want store shout",26,0,1,0,0,1
116,22,0,0,"want operator curse",26,0,1,0,0,0
116,23,0,0,"want operator scold",26,0,1,0,1,0
116,24,0,0,"want operator shout",26,0,1,0,0,1
117,1,2,1,"do bus curse",20,0,0,1,0,0
117,2,2,1,"do bus scold",20,0,0,1,1,0
117,3,1,1,"do bus shout",20,0,0,1,0,1
117,4,1,1,"do train curse",20,0,0,1,0,0
117,5,1,1,"do train scold",20,0,0,1,1,0
117,6,1,1,"do train shout",20,0,0,1,0,1
117,7,1,1,"do store curse",20,0,0,0,0,0
117,8,1,1,"do store scold",20,0,0,0,1,0
117,9,1,1,"do store shout",20,0,0,0,0,1
117,10,1,1,"do operator curse",20,0,0,0,0,0
117,11,0,0,"do operator scold",20,0,0,0,1,0
117,12,1,1,"do operator shout",20,0,0,0,0,1
117,13,2,1,"want bus curse",20,0,1,1,0,0
117,14,0,0,"want bus scold",20,0,1,1,1,0
117,15,0,0,"want bus shout",20,0,1,1,0,1
117,16,2,1,"want train curse",20,0,1,1,0,0
117,17,0,0,"want train scold",20,0,1,1,1,0
117,18,0,0,"want train shout",20,0,1,1,0,1
117,19,1,1,"want store curse",20,0,1,0,0,0
117,20,0,0,"want store scold",20,0,1,0,1,0
117,21,0,0,"want store shout",20,0,1,0,0,1
117,22,1,1,"want operator curse",20,0,1,0,0,0
117,23,0,0,"want operator scold",20,0,1,0,1,0
117,24,0,0,"want operator shout",20,0,1,0,0,1
118,1,2,1,"do bus curse",22,0,0,1,0,0
118,2,2,1,"do bus scold",22,0,0,1,1,0
118,3,2,1,"do bus shout",22,0,0,1,0,1
118,4,2,1,"do train curse",22,0,0,1,0,0
118,5,2,1,"do train scold",22,0,0,1,1,0
118,6,2,1,"do train shout",22,0,0,1,0,1
118,7,1,1,"do store curse",22,0,0,0,0,0
118,8,0,0,"do store scold",22,0,0,0,1,0
118,9,0,0,"do store shout",22,0,0,0,0,1
118,10,1,1,"do operator curse",22,0,0,0,0,0
118,11,0,0,"do operator scold",22,0,0,0,1,0
118,12,0,0,"do operator shout",22,0,0,0,0,1
118,13,1,1,"want bus curse",22,0,1,1,0,0
118,14,1,1,"want bus scold",22,0,1,1,1,0
118,15,0,0,"want bus shout",22,0,1,1,0,1
118,16,1,1,"want train curse",22,0,1,1,0,0
118,17,1,1,"want train scold",22,0,1,1,1,0
118,18,0,0,"want train shout",22,0,1,1,0,1
118,19,0,0,"want store curse",22,0,1,0,0,0
118,20,0,0,"want store scold",22,0,1,0,1,0
118,21,0,0,"want store shout",22,0,1,0,0,1
118,22,0,0,"want operator curse",22,0,1,0,0,0
118,23,0,0,"want operator scold",22,0,1,0,1,0
118,24,0,0,"want operator shout",22,0,1,0,0,1
119,1,0,0,"do bus curse",16,1,0,1,0,0
119,2,0,0,"do bus scold",16,1,0,1,1,0
119,3,0,0,"do bus shout",16,1,0,1,0,1
119,4,0,0,"do train curse",16,1,0,1,0,0
119,5,2,1,"do train scold",16,1,0,1,1,0
119,6,0,0,"do train shout",16,1,0,1,0,1
119,7,0,0,"do store curse",16,1,0,0,0,0
119,8,2,1,"do store scold",16,1,0,0,1,0
119,9,0,0,"do store shout",16,1,0,0,0,1
119,10,0,0,"do operator curse",16,1,0,0,0,0
119,11,2,1,"do operator scold",16,1,0,0,1,0
119,12,0,0,"do operator shout",16,1,0,0,0,1
119,13,0,0,"want bus curse",16,1,1,1,0,0
119,14,2,1,"want bus scold",16,1,1,1,1,0
119,15,0,0,"want bus shout",16,1,1,1,0,1
119,16,0,0,"want train curse",16,1,1,1,0,0
119,17,2,1,"want train scold",16,1,1,1,1,0
119,18,0,0,"want train shout",16,1,1,1,0,1
119,19,0,0,"want store curse",16,1,1,0,0,0
119,20,0,0,"want store scold",16,1,1,0,1,0
119,21,0,0,"want store shout",16,1,1,0,0,1
119,22,0,0,"want operator curse",16,1,1,0,0,0
119,23,0,0,"want operator scold",16,1,1,0,1,0
119,24,0,0,"want operator shout",16,1,1,0,0,1
120,1,0,0,"do bus curse",18,1,0,1,0,0
120,2,0,0,"do bus scold",18,1,0,1,1,0
120,3,2,1,"do bus shout",18,1,0,1,0,1
120,4,1,1,"do train curse",18,1,0,1,0,0
120,5,0,0,"do train scold",18,1,0,1,1,0
120,6,1,1,"do train shout",18,1,0,1,0,1
120,7,2,1,"do store curse",18,1,0,0,0,0
120,8,0,0,"do store scold",18,1,0,0,1,0
120,9,1,1,"do store shout",18,1,0,0,0,1
120,10,2,1,"do operator curse",18,1,0,0,0,0
120,11,2,1,"do operator scold",18,1,0,0,1,0
120,12,1,1,"do operator shout",18,1,0,0,0,1
120,13,2,1,"want bus curse",18,1,1,1,0,0
120,14,0,0,"want bus scold",18,1,1,1,1,0
120,15,0,0,"want bus shout",18,1,1,1,0,1
120,16,1,1,"want train curse",18,1,1,1,0,0
120,17,0,0,"want train scold",18,1,1,1,1,0
120,18,0,0,"want train shout",18,1,1,1,0,1
120,19,1,1,"want store curse",18,1,1,0,0,0
120,20,0,0,"want store scold",18,1,1,0,1,0
120,21,1,1,"want store shout",18,1,1,0,0,1
120,22,1,1,"want operator curse",18,1,1,0,0,0
120,23,1,1,"want operator scold",18,1,1,0,1,0
120,24,1,1,"want operator shout",18,1,1,0,0,1
121,1,1,1,"do bus curse",19,0,0,1,0,0
121,2,1,1,"do bus scold",19,0,0,1,1,0
121,3,0,0,"do bus shout",19,0,0,1,0,1
121,4,2,1,"do train curse",19,0,0,1,0,0
121,5,2,1,"do train scold",19,0,0,1,1,0
121,6,0,0,"do train shout",19,0,0,1,0,1
121,7,1,1,"do store curse",19,0,0,0,0,0
121,8,0,0,"do store scold",19,0,0,0,1,0
121,9,0,0,"do store shout",19,0,0,0,0,1
121,10,1,1,"do operator curse",19,0,0,0,0,0
121,11,0,0,"do operator scold",19,0,0,0,1,0
121,12,0,0,"do operator shout",19,0,0,0,0,1
121,13,1,1,"want bus curse",19,0,1,1,0,0
121,14,1,1,"want bus scold",19,0,1,1,1,0
121,15,0,0,"want bus shout",19,0,1,1,0,1
121,16,1,1,"want train curse",19,0,1,1,0,0
121,17,0,0,"want train scold",19,0,1,1,1,0
121,18,0,0,"want train shout",19,0,1,1,0,1
121,19,1,1,"want store curse",19,0,1,0,0,0
121,20,0,0,"want store scold",19,0,1,0,1,0
121,21,0,0,"want store shout",19,0,1,0,0,1
121,22,1,1,"want operator curse",19,0,1,0,0,0
121,23,1,1,"want operator scold",19,0,1,0,1,0
121,24,0,0,"want operator shout",19,0,1,0,0,1
122,1,2,1,"do bus curse",25,0,0,1,0,0
122,2,2,1,"do bus scold",25,0,0,1,1,0
122,3,1,1,"do bus shout",25,0,0,1,0,1
122,4,2,1,"do train curse",25,0,0,1,0,0
